-40	1.0	1.0	0.33235027270115713
-10	0.9895967962589857	0.9485844649915958	0.3418080064401364
-9	0.9842146937624887	0.9300793579548328	0.3450205048677898
-8	0.976529197655233	0.9064320700653045	0.34907999071121315
-7	0.9656700577900489	0.8764147662959306	0.3542083886458433
-6	0.9504900960956479	0.8386359635681879	0.3606894015120695
-5	0.9292779145834887	0.791905179058415	0.3687441889845849
-4	0.9001518128829523	0.7357797582012334	0.3784948744444584
-3	0.8608457080317389	0.6693769095282169	0.3903107388915893
-2	0.8083185334427779	0.5934588656280277	0.4040577572979949
-1	0.7408232387301114	0.50881419136091	0.4202139729807202
0	0.655642364997637	0.41825606483186867	0.43830287853165123
1	0.5545213043802701	0.3259018545059449	0.4585788294148926
2	0.4465983467237105	0.2396322149340713	0.4812538167691694
3	0.34508693381090966	0.1684238092437417	0.504934506240014
4	0.2527397623726256	0.11216189806975782	0.5286791817989462
5	0.17058901077034053	0.06906104608869806	0.5514898578694489
6	0.10230911457685579	0.03825980005221054	0.5710226615392446
7	0.04995058411892977	0.017675681755099554	0.5844990346460207
8	0.01763807012743659	0.0061686441666073365	0.5873464203870896
9	0.00323889593645582	0.001265269776805107	0.5602983362019507
40	0.0	0.0	0.33235027270115713
