-40	1.0	1.0	0.33235027270115713
-10	0.9995783067598604	0.9953060455882611	0.33330137394939746
-9	0.9989367294314686	0.9905457239465801	0.33422467673856143
-8	0.9975195880904411	0.9820210431170311	0.3358339893144857
-7	0.9947357162400816	0.9676433751946287	0.3385056318345298
-6	0.9887413045460952	0.9440686867811378	0.34268753923448764
-5	0.9775845915313119	0.9073510580888673	0.34909517803319656
-4	0.9570373686872455	0.8533522777105369	0.3582646033150876
-3	0.9211747050385958	0.7765252338897987	0.37127436424146243
-2	0.8621383976320175	0.6732305425459139	0.3893022210990369
-1	0.7698796938868575	0.5462007753161782	0.4123336284142741
0	0.641467883822932	0.40678365541870065	0.43976974370430244
1	0.48747382036166453	0.27307316801371917	0.4705148966257363
2	0.331636527953967	0.16253429541052858	0.5038940015243423
3	0.1931783697734	0.08355832360834667	0.5350660534973045
4	0.0893410110356607	0.03552904443364464	0.555899316948348
5	0.0296120521685778	0.011715879742414252	0.5571644748131854
6	0.005303169746867978	0.0024367256769570957	0.5200081300813009
7	0.00045651651203475695	0.00027917160654716025	0.4487367563162184
8	3.5072009551526005e-05	3.330743442985782e-05	0.3439024390243902
9	0.0	0.0	0.33235027270115713
40	0.0	0.0	0.33235027270115713
