-40	0.9999906474641196	0.9997169008402182	0.36074380157873437
-10	0.9511991642414745	0.8364102510129979	0.3908342506032519
-9	0.939609183394274	0.8090952937255521	0.3958316816380207
-8	0.9253118921473522	0.7783618165552807	0.4014392771564095
-7	0.9079926373653707	0.7438176007297094	0.40782340178796866
-6	0.887079670671343	0.7053796558438141	0.4150293438225522
-5	0.8624401164092232	0.6630226104650143	0.4232479049810487
-4	0.8324719548292416	0.6167388307109404	0.4323039573119497
-3	0.7966373156232122	0.5672183690294514	0.4420723029929094
-2	0.754372260776559	0.5148846252346121	0.45252644199026104
