-40	1.0	1.0	0.39429105236961537
-10	0.973179187054271	0.9059286532548649	0.41151582316782503
-9	0.9642544345546263	0.8842497117023063	0.4158141964294686
-8	0.9505752235973861	0.8532907643848021	0.4203484102104792
-7	0.9336537785026704	0.819444171047602	0.4258433224267109
-6	0.9121105390145015	0.7793444759734293	0.43241562374339193
-5	0.8849162287107216	0.733422866140858	0.4399069538378053
-4	0.8495558611475335	0.6799121711840757	0.44854278806494224
-3	0.8060351572910337	0.6201914446128518	0.4582943550660029
-2	0.7538160975904428	0.5552723485534095	0.4691341692797594
-1	0.6933700399046269	0.48633607302028076	0.48134708385953606
0	0.6254014092764932	0.41630248086912824	0.494418068621151
1	0.5526180349014466	0.3476430384329137	0.5085443203026708
2	0.4765736032492245	0.28242603683744555	0.5234565790744714
3	0.39863762832198024	0.22250934352181523	0.5383677932391255
4	0.3222702641238571	0.16964719856263297	0.552891208716178
5	0.2505736601035459	0.12498005809377698	0.566181511764354
6	0.1859881814079262	0.08864458069951939	0.5773094288615117
7	0.13075854325014835	0.06083839856402083	0.5831750521990975
8	0.08713340511191418	0.039822468748427806	0.5875142409100765
9	0.054516116423436775	0.024687414884752148	0.5897404554330612
