-40	1.0	1.0	0.33235027270115713
-10	0.993906010330904	0.9648507098466392	0.33896611300566104
-9	0.9901911963452147	0.9497310744536724	0.3416713335859549
-8	0.9842005157160743	0.9292072975061729	0.3452292632506247
-7	0.9753468646618412	0.9021340902829584	0.3498851171626482
-6	0.9624041323615983	0.8669153374131845	0.35592822229990373
-5	0.9433381422613569	0.8213201837068038	0.36376441828262374
-4	0.9153975242311934	0.7641105996679575	0.3735707697294649
-3	0.8758612541352635	0.6929729361617825	0.38618963978957793
-2	0.8194992081851271	0.6086695083232472	0.4012748036081814
-1	0.7440956313376282	0.5133334777893687	0.4191337726211509
0	0.6486308650266563	0.411725001109216	0.4395308979286953
1	0.5364567320846703	0.3110973809088967	0.46190042244698
2	0.41904915885215865	0.22002243195862778	0.48667428342526886
3	0.30781193774925586	0.1454864608580895	0.5129550373715622
4	0.2072326277475147	0.0882136463489253	0.5390468487995298
5	0.12330522597816083	0.04825194783486199	0.5598744098845746
6	0.06223897055775274	0.022951257438196034	0.574450923672651
7	0.02381530399887239	0.008898945780490799	0.5712177708836719
8	0.005941513485726604	0.0024718491301167103	0.5447358418852147
9	0.0005756618494473879	0.000296630150244595	0.4913658881811748
40	0.0	0.0	0.33235027270115713
